"county_state","TotalPopulation","numrace","numincome","PercentWhite","PercentBlackAfrAm","PercentAsian","PercentAge0to19","PercentAge20to39","PercentAge40Plus","PercentIncome0to50k","PercentIncome50to99k","PercentIncome100to149k","PercentIncome150to199k","PercentIncome200kPlus","TotalSales","SalesPerCapita","logpop","predicted_sales_per_cap","difference_scp","county","state","DMA"
"Adams, MS",11475,11382,4204,29.5115094008083,70.4094183798981,0.0790722192936215,25.1328976034858,24.2614379084967,50.6056644880174,66.674595623216,22.1693625118934,5.63748810656518,3.44909609895338,2.06945765937203,55517,4.89920837317803,9.34792603492875,3.91116108835564,0.988047284822382,"Adams","MS","Jackson MS"
"Adams, NE",21721,20982,8643,97.7599847488323,0.781622342960633,1.25822133257077,27.7151144054141,23.7281893098844,48.5566962847014,46.0372555825524,30.8573412009719,15.492305912299,4.26935091981951,3.34374638435728,71311,3.4120479117673,9.98603481350369,3.30934851200695,0.102699399760344,"Adams","NE","Lincoln & Hastings-Kearney NE"
"Adams, OH",13815,13711,5182,99.5915688133615,0.386550944497119,0,25.6532754252624,22.0557365182772,52.2909880564604,63.1609417213431,23.4465457352374,8.66460825935932,2.83674257043613,1.89116171362408,31356,2.45738058298603,9.53351023735752,2.50176239098015,-0.044381807994117,"Adams","OH","Cincinnati OH"
"Adams, PA",75303,71231,28707,97.4631831646334,1.52882874029566,0.849349300164254,23.5435507217508,22.9672124616549,53.4892368165943,36.7959034381858,35.8344654613857,16.7136935242275,6.61511129689623,4.0408262793047,151171,2.17901602894753,11.2292752536318,2.16850982144778,0.010506207499752,"Adams","PA","Harrisburg-Lancaster-Lebanon-York PA"
"Adams, WA",8907,6559,2653,88.2146668699497,2.0582405854551,1.84479341363013,38.8795329516111,30.986864264062,30.1336027843269,49.9057670561628,34.1123256690539,11.5718055032039,1.54542027892951,2.86468149264983,48457,5.79943960850864,9.09459276343187,4.90901675700528,0.890422851503359,"Adams","WA","Spokane WA"
"Adams, WI",6027,5931,2776,98.1621986174338,1.45000843028157,0.0843028157140448,16.3431226148996,14.4682263149162,69.1886510701842,43.9121037463977,37.3559077809798,13.1123919308357,3.20605187319885,2.4135446685879,9930,1.56766961700792,8.70400465348304,1.68360450671509,-0.11593488970717,"Adams","WI","Wausau-Rhinelander WI"
"Addison, VT",6874,6685,2936,97.696335078534,0.987284966342558,0.762902019446522,20.0029095141111,20.2938609252255,59.7032295606634,33.8555858310627,34.775204359673,17.574931880109,8.37874659400545,5.41553133514986,9566,1.52786269547607,8.83550145740978,1.54189596045107,-0.014033264975007,"Addison","VT","Burlington VT-Plattsburgh NY"
"Aiken, SC",77965,75765,31497,77.4830066653468,21.5864845245166,0.634857783937174,22.9320849098955,23.6426601680241,53.4252549220804,43.6549512651999,30.9394545512271,15.058577007334,5.82595167793758,4.52106549830143,207486,2.98160153663896,11.264015287019,2.83168570453932,0.149915832099635,"Aiken","SC","Augusta GA"
"Alachua, FL",164451,156642,60622,69.3402791077744,22.9970250635206,7.20879457616731,24.0497169369599,35.5613526217536,40.3889304412865,49.7954537956517,27.1304147009337,12.5960872290588,5.28520998977269,5.19283428458315,420432,2.81365478935766,12.0103679324744,2.71597990999871,0.0976748793589519,"Alachua","FL","Gainesville FL"
"Alamance, NC",132656,122494,51806,77.9025911473215,19.5511616895521,2.01805802733195,26.7549149680376,25.6580931130141,47.5869919189483,48.6777593328958,29.8073582210555,14.0118905146122,4.34698683550168,3.15600509593483,395911,2.93322231981337,11.795514590356,2.92539833376523,0.00782398604814283,"Alamance","NC","Greensboro-High Point-Winston Salem NC"
"Alameda, CA",1366857,1126371,467380,48.567923002279,12.4334699668227,37.164220314621,23.5705710253523,30.3054379499831,46.1239910246646,25.840857546322,23.9792032179383,18.3187128246823,12.2367238649493,19.6245025461081,2410371,1.81168081352841,14.1280245016022,1.64460452363235,0.16707628989606,"Alameda","CA","San Francisco-Oakland-San Jose CA"
"Alamosa, CO",5428,5132,1943,91.3289166017147,1.9680436477007,0.798908807482463,28.4635224760501,36.0537951363301,35.4826823876198,68.0391147709727,22.7483273288729,6.17601646937725,0.514668039114771,2.52187339166238,25601,4.00701309992824,8.59932602095476,4.29356416504282,-0.286551065114586,"Alamosa","CO","Denver CO"
"Albany, NY",172402,163215,69514,80.4313329044512,11.7973225500107,7.55812884845143,23.3599378197469,31.5437175902832,45.09634458997,38.6253128866128,29.842909342003,16.8714215841413,7.65025750208591,7.01009868515695,467098,2.69515338911383,12.0575842380725,2.53926072275308,0.155892666360753,"Albany","NY","Albany-Schenectady-Troy NY"
"Albany, WY",20951,19974,8450,94.1373785921698,1.93251226594573,2.28296785821568,26.3519641067252,44.3272397498926,29.3207961433822,51.7514792899408,29.2307692307692,11.4082840236686,4.76923076923077,2.84023668639053,50526,2.45674011707769,9.94994165690801,2.56349925439353,-0.106759137315843,"Albany","WY","Denver CO"
"Albemarle, VA",53944,52452,21337,88.8850758788988,7.38770685579196,3.58232288568596,22.2619753818775,24.6310989173958,53.1069257007267,26.3439096405305,29.5308618831138,17.5797909734264,9.55617003327553,16.9892674696537,79864,1.48028350994758,10.8957017504144,1.70761701474952,-0.22733350480194,"Albemarle","VA","Charlottesville VA"
"Alcorn, MS",17634,17486,6585,92.7256090586755,6.51950131533799,0.348850508978611,27.1634342746966,24.0387887036407,48.7977770216627,53.7737281700835,30.9035687167806,10.8124525436598,2.30827638572513,2.20197418375095,43602,2.72413224123217,9.77758413564697,2.768438170991,-0.044305929758826,"Alcorn","MS","Memphis TN"
"Alexander, NC",34135,32751,12878,92.2109248572563,6.17996397056578,1.18774999236665,22.6014354767834,22.7303354328402,54.6682290903764,50.7998136356577,30.8665941916447,11.0964435471346,3.39338406584873,3.84376455971424,70160,2.23496645583294,10.4380785298524,2.35360635034016,-0.118639894507213,"Alexander","NC","Charlotte NC"
"Alexandria, VA",80714,73435,34933,71.0356097228842,22.7343909579901,5.96309661605501,20.7783036400129,35.4696830785242,43.7520132814629,19.9038158761057,28.7865342226548,19.1280451149343,12.4524088970315,19.7291958892738,155088,2.0438298280316,11.298667321244,2.04397681420191,-0.000146986170304508,"Alexandria","VA","Washington DC (Hagerstown MD)"
"Alfalfa, OK",1420,1360,527,99.4117647058823,0.0735294117647059,0,22.9577464788732,27.6760563380282,49.3661971830986,43.6432637571158,36.2428842504744,10.246679316888,5.88235294117647,3.98481973434535,847,0.596478873239437,7.25841215059531,0.836081091235299,-0.239602217995862,"Alfalfa","OK","Oklahoma City OK"
"Allamakee, IA",1327,1326,590,100,0,0,26.224566691786,26.827430293896,46.948003014318,50,37.2881355932203,5.93220338983051,0.847457627118644,5.93220338983051,1427,1.07535795026375,7.19067603433221,0.995582182635256,0.0797757676284968,"Allamakee","IA","Cedar Rapids-Waterloo-Iowa City & Dubuque IA"
"Allegan, MI",60612,57914,22475,97.040439272024,1.60410263494146,0.930690333943433,27.2487296244968,23.4145053784729,49.3367649970303,37.7797552836485,37.3392658509455,16.2313681868743,4.61401557285873,4.03559510567297,72734,1.30543073466238,11.0122481722561,1.73994305035718,-0.434512315694801,"Allegan","MI","Grand Rapids-Kalamazoo-Battle Creek MI"
"Allegany, MD",50030,48591,18212,87.7981519211377,11.0493712827478,0.983721265254883,22.1227263641815,27.3635818508895,50.513691784929,52.8882055787393,32.0887327037118,10.4216999780365,2.789369646387,1.81199209312541,126497,2.48582951962554,10.8203781044823,2.59749449569707,-0.111664976071528,"Allegany","MD","Washington DC (Hagerstown MD)"
"Allegany, NY",7877,7631,1874,91.6786790722055,4.86174813261696,3.19748394705805,36.7017900215818,33.9850196775422,29.313190300876,48.7726787620064,30.25613660619,13.2870864461046,3.52187833511206,4.16221985058698,6747,0.812281807292188,8.97170239970333,1.09235286177448,-0.280071054482291,"Allegany","NY","Buffalo NY"
"Alleghany, NC",3375,3312,1476,99.5772946859903,0.120772946859903,0.301932367149758,17.3037037037037,20.0888888888889,62.6074074074074,59.8238482384824,26.9647696476965,11.8563685636856,0,1.3550135501355,3151,0.946226039612044,8.12415060330663,1.24085748927078,-0.294631449658735,"Alleghany","NC","Greensboro-High Point-Winston Salem NC"
"Alleghany, VA",10372,10178,4500,94.5274120652387,5.47258793476125,0,22.0979560354801,20.6710374084073,57.2310065561126,50.6,30.8666666666667,12.1111111111111,4.37777777777778,2.04444444444444,18393,1.75598193664808,9.24686514665856,2.13357940011701,-0.37759746346893,"Alleghany","VA","Roanoke-Lynchburg VA"
"Allegheny, PA",763538,738408,333295,86.247711292402,9.62096835353896,4.00645713480894,21.7526829051075,26.7801995447509,51.4671175501416,38.052776069248,30.2875830720533,16.7941313251024,7.3193417242983,7.54616780929807,1867556,2.46874893454157,13.5457181731947,2.46076347051504,0.00798546402653466,"Allegheny","PA","Pittsburgh PA"
"Allen, IN",312433,296007,121279,84.7044157739513,10.6568425746688,4.39415284098011,28.1878034650629,26.6956435459763,45.1165529889608,43.2581073392756,33.719770116838,13.8869878544513,4.8755349236059,4.2595997658292,826457,2.74117652938122,12.6521453251716,2.71668347712017,0.0244930522610565,"Allen","IN","Ft. Wayne IN"
"Allen, KS",7011,6550,2960,97.0839694656489,1.25190839694656,1.06870229007634,26.6295820852945,23.505919269719,49.8644986449864,55.0675675675676,32.0945945945946,7.39864864864865,2.26351351351351,3.17567567567568,28581,4.29624853771775,8.85523562320697,4.19524605619624,0.101002481521508,"Allen","KS","Joplin MO-Pittsburg KS"
"Allen, KY",8925,8734,3059,99.0153423402794,0.446530799175635,0.538126860544997,25.5126050420168,24.0560224089636,50.4313725490196,48.1203007518797,37.1363190585159,7.58417783589408,4.086302713305,3.07289964040536,4284,0.528218853962082,9.09661160664784,0.717175706541627,-0.188956852579545,"Allen","KY","Nashville TN"
"Allen, LA",5864,5604,2091,77.3376159885796,19.3790149892934,1.44539614561028,31.8724420190996,24.3178717598909,43.8096862210095,54.9497847919656,27.3553323768532,10.9995217599235,3.2520325203252,3.44332855093257,26375,4.65384470577445,8.67658724356649,4.59469604940371,0.0591486563707422,"Allen","LA","Lake Charles LA"
"Allen, OH",63713,60744,24671,86.9781377584617,11.8958251020677,0.956473067298828,26.2552383344058,24.7061039348328,49.0386577307614,47.7037817680678,34.7290340886061,11.7182116655182,3.003526407523,2.84544607028495,158022,2.49395475083769,11.0621439023711,2.53722958877154,-0.0432748379338461,"Allen","OH","Lima OH"
"Alpena, MI",6613,6492,3036,97.3043746149107,0.55452865064695,1.66358595194085,17.2538938454559,16.150007560865,66.5960985936791,52.1409749670619,27.2397891963109,12.0882740447958,4.44664031620553,4.08432147562582,26701,3.99729603944644,8.79679268767466,3.52001655792914,0.477279481517299,"Alpena","MI","Alpena MI"
"Amador, CA",23846,21717,8525,94.0046967813234,3.83110005986094,1.16038126813096,17.5836618300763,22.6998238698314,59.7165143000923,36.7390029325513,35.6950146627566,16.2346041055718,5.47800586510264,5.8533724340176,48551,2.33342005459474,10.0793717673661,2.40816151825085,-0.0747414636561139,"Amador","CA","Sacramento-Stockton-Modesto CA"
"Amelia, VA",3046,3046,1253,66.1195009848982,33.8804990151018,0,23.8017071569271,14.8719632304662,61.3263296126067,45.171588188348,30.1675977653631,14.6049481245012,10.0558659217877,0,1811,0.650842187338538,8.02158453345511,0.881767758143268,-0.23092557080473,"Amelia","VA","Richmond-Petersburg VA"
"Amherst, VA",19658,18778,7556,80.1523058898711,18.511023538183,0.644371072531686,22.5506155254858,20.9939973547665,56.4553871197477,45.2885124404447,31.8951826363155,15.2593965060879,4.77766013763896,2.77924827951297,34140,1.86964681421665,9.88623965912658,2.05584682014324,-0.186200005926585,"Amherst","VA","Roanoke-Lynchburg VA"
"Amite, MS",1069,1069,510,70.6267539756782,29.3732460243218,0,16.4639850327409,24.3217960710945,59.2142188961646,72.5490196078431,15.2941176470588,10.1960784313725,0,1.96078431372549,1018,0.952291861552853,6.97447891102505,0.877004791299374,0.0752870702534792,"Amite","MS","Baton Rouge LA"
"Anchorage, AK",168828,148530,59351,69.3947350703562,6.17249040597859,12.6950784353329,27.2472575639112,30.8076859288744,41.9450565072144,23.7097942747384,30.9784165388957,21.8311401661303,10.5811191049856,12.89952991525,467553,2.87716015537927,12.0366357241652,2.71014249217336,0.167017663205916,"Anchorage","AK","Anchorage AK"
"Anderson, KS",1003,999,395,99.1991991991992,0.700700700700701,0.1001001001001,28.4147557328016,24.8255234297109,46.7597208374875,41.5189873417722,38.7341772151899,15.4430379746835,3.54430379746835,0.759493670886076,773,0.770687936191426,6.91075078796194,0.853446785637411,-0.0827588494459852,"Anderson","KS","Kansas City MO"
"Anderson, KY",13649,13471,5484,97.1865488827852,2.74664093237325,0,23.5328595501502,19.9428529562605,56.5242874935893,43.4536834427425,36.962071480671,14.1137855579869,2.93581327498176,2.5346462436178,40894,3.22521195740671,9.5214215378562,3.21841785143188,0.00679410597482644,"Anderson","KY","Lexington KY"
"Anderson, SC",95861,91922,37189,81.6246382802811,17.4474010574182,0.871390961902483,26.0846433899083,23.710372309907,50.2049843001846,50.2003280539945,29.715776170373,13.0388017962301,3.18911506090511,3.85597891849741,267176,2.93123458101983,11.470654504539,2.78311899286728,0.148115588152559,"Anderson","SC","Greenville-Spartanburg SC-Asheville NC-Anderson SC"
"Anderson, TN",57681,55144,23228,94.3148846656028,3.81727839837516,1.53416509502394,23.3092352767809,23.5086076871067,53.1821570361124,49.8751506802135,28.7454795935939,12.4203547442742,4.98966764250043,3.96934733941794,170755,2.95742290120787,10.9626831088404,2.88686463324621,0.0705582679616565,"Anderson","TN","Knoxville TN"
"Anderson, TX",31673,29852,9325,72.7421948278172,25.8910625753718,0.958059761490017,23.0953809238152,33.2080952230607,43.6965238531241,59.2386058981233,31.4638069705094,6.50938337801609,1.40482573726542,1.38337801608579,103641,3.8454949110007,10.3632198619172,3.7198167233983,0.125678187602393,"Anderson","TX","Dallas-Ft.Worth TX"
"Andrew, MO",6264,5963,2215,92.8727150763039,3.52171725641456,0.855274190843535,25.7662835249042,22.014687100894,52.2190293742018,34.8532731376975,29.7968397291196,24.3792325056433,6.95259593679458,4.01805869074492,13722,1.89246762112307,8.74257423767064,2.63586644312045,-0.74339882199738,"Andrew","MO","St. Joseph MO"
"Androscoggin, ME",74701,71241,31399,97.9099114274084,1.19734422593731,0.769219971645541,24.1616578091324,22.7373127535107,53.1010294373569,41.5745724386127,33.4469250613077,15.9081499410809,5.72629701582853,3.34405554317016,138293,1.98948322557741,11.2212487579122,2.06916948386103,-0.0796862582836162,"Androscoggin","ME","Portland-Auburn ME"
"Angelina, TX",50380,48153,17427,80.5183477664943,17.7330592071107,1.42047224471996,29.1345772131798,25.4823342596268,45.3830885271933,49.561025994147,34.0735640098697,10.1509152464566,4.28645205715269,1.9280426923739,116523,2.55749718898285,10.8273495499066,2.67150972680209,-0.11401253781924,"Angelina","TX","Tyler-Longview (Lufkin & Nacogdoches) TX"
"Anne Arundel, MD",339468,318802,119710,77.7062251805196,17.9095488735955,4.01063983287432,24.9684800923798,26.8805896284775,48.1509302791427,20.252276334475,28.3042352351516,22.4968674296216,13.4332971347423,15.5133238660095,810340,2.5703058529326,12.7351349652793,2.66543723751021,-0.0951313845776123,"Anne Arundel","MD","Baltimore MD"
"Anoka, MN",254792,241923,91783,88.6641617374123,6.08292721237749,4.48696486072015,26.5090740682596,25.7586580426387,47.7322678891017,26.1987514027652,33.4996676944532,22.1010426767484,10.1434906246255,8.05704760140767,684965,3.04192267863362,12.448202805013,2.8375533453134,0.20436933332022,"Anoka","MN","Minneapolis-St. Paul MN"
"Anson, NC",10545,10262,4255,40.3819918144611,58.1757941921653,1.3155330344962,24.153627311522,25.9933617828355,49.8530109056425,62.5146886016451,27.262044653349,7.68507638072855,1.8566392479436,0.681551116333725,8213,0.801927754818838,9.26340709291287,0.944071959667748,-0.14214420484891,"Anson","NC","Charlotte NC"
"Antrim, MI",1660,1607,699,98.9421281891724,0,0.808960796515246,23.0722891566265,18.4939759036145,58.433734939759,48.6409155937053,39.1988555078684,10.1573676680973,2.00286123032904,0,1112,0.669879518072289,7.41457288135059,0.812391692973657,-0.142512174901368,"Antrim","MI","Traverse City-Cadillac MI"
"Appanoose, IA",3809,3763,1626,99.654530959341,0.212596332713261,0.132872707945788,22.63061170911,17.7999474927803,59.5694407981097,50.1845018450184,32.5953259532595,9.84009840098401,2.3370233702337,5.0430504305043,13107,3.26514118897963,8.2451219664786,3.22702119584169,0.0381199931379381,"Appanoose","IA","Des Moines-Ames IA"
"Appling, GA",6045,5972,2300,92.9169457468185,6.98258539852646,0,30.2564102564103,18.7262200165426,51.0173697270471,50.1304347826087,29.6521739130435,15.304347826087,2.82608695652174,2.08695652173913,14072,2.61995816693462,8.70698676304889,2.58252820216585,0.0374299647687693,"Appling","GA","Savannah GA"
"Appomattox, VA",5430,5295,2064,84.438149197356,15.561850802644,0,24.3278084714549,18.3609576427256,57.3112338858195,38.8081395348837,33.9147286821705,15.9883720930233,7.70348837209302,3.58527131782946,10646,1.90364276441659,8.59969441292798,1.92355441772033,-0.0199116533037333,"Appomattox","VA","Roanoke-Lynchburg VA"
"Aransas, TX",4573,4311,1405,86.824402690791,6.54140570633264,5.59035026675945,31.8390553247321,17.4065165099497,50.7544281653182,57.6512455516014,30.6761565836299,6.90391459074733,2.20640569395018,2.56227758007117,12979,2.96994019763614,8.42792472365806,3.14432382711376,-0.17438362947762,"Aransas","TX","Corpus Christi TX"
"Arapahoe, CO",482898,431230,179579,80.6875681191012,11.5808269369014,6.70918071562739,25.95144316191,28.1808994860198,45.8676573520702,30.2925174992622,32.4809693783794,18.714883143352,8.29718396917234,10.2144460098341,1083249,2.24513597872651,13.0875607302088,2.30910238149999,-0.0639664027734832,"Arapahoe","CO","Denver CO"
"Archer, TX",4169,4056,1564,98.7179487179487,0.22189349112426,0.369822485207101,23.5068361717438,20.076757016071,56.4164068121852,33.2480818414322,27.4936061381074,25.0639386189258,9.0153452685422,5.17902813299233,6245,1.39927352665615,8.3354314778808,1.34519032735846,0.0540831992976845,"Archer","TX","Wichita Falls TX & Lawton OK"
"Archuleta, CO",5513,4570,2362,95.382932166302,1.66301969365427,1.05032822757112,23.8889896608017,18.4473063667695,57.6637039724288,53.8103302286198,26.3759525825572,7.53598645215919,3.85266723116003,8.42506350550381,8225,1.49623995458408,8.61486421858968,1.60766842068535,-0.111428466101269,"Archuleta","CO","Denver CO"
"Arenac, MI",1089,1077,428,96.8430826369545,1.0213556174559,2.1355617455896,18.0899908172635,21.3957759412305,60.514233241506,51.6355140186916,33.8785046728972,8.41121495327103,4.90654205607477,1.16822429906542,1189,1.09182736455464,6.99301512293296,1.10915414403672,-0.0173267794820853,"Arenac","MI","Flint-Saginaw-Bay City MI"
"Arkansas, AR",3599,3556,1621,83.1833520809899,15.9730033745782,0,26.7574326201723,26.3406501806057,46.901917199222,47.1314003701419,27.6989512646514,13.1400370141888,7.71128932757557,4.31832202344232,39650,11.3954548039507,8.18841130807903,8.87995997898186,2.51549482496886,"Arkansas","AR","Little Rock-Pine Bluff AR"
"Arlington, VA",125076,114013,53033,77.786743616956,11.7337496601265,9.87431257839018,22.7245834532604,36.3522978029358,40.9231187438038,19.2295363264383,23.4816057926197,18.6412233892105,13.7499292893104,24.8977052024211,157850,1.30964844583095,11.7366768315273,1.53211313203619,-0.222464686205235,"Arlington","VA","Washington DC (Hagerstown MD)"
"Armstrong, PA",38732,38313,15936,98.8385143423903,0.796074439485292,0.297549134758437,22.3768460187958,20.8251574925126,56.7979964886915,44.1453313253012,35.4103915662651,14.4201807228916,3.35090361445783,2.67319277108434,79301,2.05740634442335,10.5644214107314,2.2456813005197,-0.188274956096349,"Armstrong","PA","Pittsburgh PA"
"Aroostook, ME",22555,22134,9561,94.6914249570796,1.12496611547845,0.582813770669558,24.0922190201729,21.6670361338949,54.2407448459322,58.4457692709968,26.5453404455601,8.99487501307395,3.9849388139316,2.02907645643761,98023,4.39197609416541,10.0237120498425,3.94754867749798,0.444427416667435,"Aroostook","ME","Presque Isle ME"
"Ascension, LA",13828,13187,4813,68.0746189428983,31.4097216956093,0.106165162660196,28.7170957477582,24.4431588082152,46.8397454440266,47.1431539580303,25.638894660295,14.0245169333056,5.90068564305007,7.29274880531893,36159,2.7957719663115,9.53445080104152,2.87618267908011,-0.0804107127686047,"Ascension","LA","Baton Rouge LA"
"Ashe, NC",6639,6446,2722,97.7970834626125,1.02389078498294,0.915296307787775,24.9133905708691,23.4523271577045,51.6342822714264,54.1513592946363,34.1660543717855,8.78030859662013,0.624540778839089,2.27773695811903,18767,2.78869109542923,8.80071662871916,3.12465673668797,-0.335965641258749,"Ashe","NC","Charlotte NC"
"Ashland, OH",33113,32380,12203,98.2520074119827,0.914144533662755,0.790611488573193,26.8293419502914,22.3869779240782,50.7836801256304,45.6281242317463,34.7947226091945,12.8165205277391,4.08096369745145,2.67966893386872,73119,2.28442419984223,10.4076812335041,2.36358441762363,-0.0791602177814017,"Ashland","OH","Cleveland-Akron (Canton) OH"
"Ashland, WI",7881,7556,3081,76.9851773425093,0.92641609317099,0.542615140285866,27.5853318106839,26.0880598908768,46.3266082984393,54.5277507302824,31.937682570594,8.63356053229471,2.69393054203181,2.20707562479714,32741,4.27480044639389,8.97221007835365,3.89018693768216,0.384613508711728,"Ashland","WI","Duluth MN-Superior WI"
"Ashley, AR",11801,11678,4265,75.8006507963692,23.7883199177941,0.051378660729577,26.9553427675621,22.3370900771121,50.7075671553258,53.0363423212192,33.2239155920281,9.51934349355217,1.78194607268464,2.43845252051583,39003,3.48255679452589,9.37593955262575,3.46842937334018,0.0141274211857181,"Ashley","AR","Monroe LA-El Dorado AR"
"Ashtabula, OH",41567,40268,16119,93.5531936028608,5.66951425449488,0.638223899870865,22.8642913849929,22.9845791132389,54.1511295017682,51.3121161362367,31.8009802096904,11.5577889447236,3.44934549289658,1.87976921645263,107439,2.75464417487562,10.6350618622141,2.71165049266944,0.0429936822061783,"Ashtabula","OH","Cleveland-Akron (Canton) OH"
"Asotin, WA",12307,11621,4668,96.3256174167455,0.808880475002151,1.06703381808794,23.3200617534736,19.0704477126838,57.6094905338425,40.7669237360754,30.7626392459297,18.3161953727506,6.44815766923736,3.70608397600686,26352,2.29072842384584,9.41792348517234,2.43577507714919,-0.145046653303346,"Asotin","WA","Spokane WA"
"Assumption, LA",14975,14748,5183,58.2316246270681,41.0631950094928,0.115269867100624,26.89816360601,26.8180300500835,46.2838063439065,55.103222072159,26.8763264518619,10.8045533474822,3.39571676635153,3.82018136214548,15832,1.03924424007327,9.61413742298365,1.48015031853248,-0.440906078459218,"Assumption","LA","Baton Rouge LA"
"Atascosa, TX",7842,7309,2458,98.0571897660419,0.136817622109728,0.615679299493775,27.96480489671,28.8956898750319,43.1395052282581,54.7192839707079,30.3091944670464,10.9031733116355,1.22050447518308,2.84784377542718,11139,1.52272819120589,8.96724918285228,1.7024981428461,-0.179769951640212,"Atascosa","TX","San Antonio TX"
"Atchison, KS",2435,2406,793,99.3765586034913,0,0.623441396508728,29.5687885010267,27.8850102669405,42.5462012320329,43.5056746532156,37.0744010088272,14.8802017654477,3.27868852459016,1.26103404791929,7834,3.1719511415581,7.79770203551669,2.97880805262032,0.193143088937781,"Atchison","KS","Kansas City MO"
"Athens, OH",52315,50748,16926,93.1445574209821,3.57255458343186,2.96563411365965,27.6383446430278,36.014527382204,36.3471279747682,57.6982157627319,26.7103863878057,9.37019969278034,3.63937138130687,2.58182677537516,95058,1.70400638767692,10.8650384158151,2.67013829494203,-0.96613190726511,"Athens","OH","Columbus OH"
"Atkinson, GA",2564,2274,852,80.0791556728232,19.9208443271768,0,34.0483619344774,25.390015600624,40.5616224648986,55.0469483568075,32.8638497652582,5.39906103286385,4.46009389671362,2.23004694835681,3273,1.22607592956669,7.84932381804056,1.21367702719066,0.0123989023760243,"Atkinson","GA","Albany GA"
"Atlantic, NJ",191052,170297,71068,75.6349201688814,15.4036771052925,8.36949564584226,24.1060025542784,24.816280384398,51.0777170613236,41.6797996285248,28.9004896718636,15.890414813981,7.21843867844881,6.31085720718185,468432,2.42010175308186,12.160300921284,2.61936005941693,-0.199258306335074,"Atlantic","NJ","Philadelphia PA"
