"county_state","dma","TotalPopulation","numrace","numincome","PercentWhite","PercentBlackAfrAm","PercentAsian","PercentAge0to19","PercentAge20to39","PercentAge40Plus","PercentIncome0to50k","PercentIncome50to99k","PercentIncome100to149k","PercentIncome150to199k","PercentIncome200kPlus","TotalSales","SalesPerCapita","logpop","predicted_sales_per_cap","difference_scp","county","state","DMA"
"Adams, OH","Cincinnati OH",13815,13711,5182,99.5915688133615,0.386550944497119,0,25.6532754252624,22.0557365182772,52.2909880564604,63.1609417213431,23.4465457352374,8.66460825935932,2.83674257043613,1.89116171362408,1265,0.0926553880413541,9.53351023735752,0.352724462747574,-0.26006907470622,"Adams","OH","Cincinnati OH"
"Adams, PA","Harrisburg-Lancaster-Lebanon-York PA",75303,71231,28707,97.4631831646334,1.52882874029566,0.849349300164254,23.5435507217508,22.9672124616549,53.4892368165943,36.7959034381858,35.8344654613857,16.7136935242275,6.61511129689623,4.0408262793047,42932,0.592557226812685,11.2292752536318,0.51788729429245,0.0746699325202353,"Adams","PA","Harrisburg-Lancaster-Lebanon-York PA"
"Adams, WA","Spokane WA",8907,6559,2653,88.2146668699497,2.0582405854551,1.84479341363013,38.8795329516111,30.986864264062,30.1336027843269,49.9057670561628,34.1123256690539,11.5718055032039,1.54542027892951,2.86468149264983,3575,0.388180597336094,9.09459276343187,0.368039637804031,0.0201409595320624,"Adams","WA","Spokane WA"
"Adams, WI","Wausau-Rhinelander WI",6027,5931,2776,98.1621986174338,1.45000843028157,0.0843028157140448,16.3431226148996,14.4682263149162,69.1886510701842,43.9121037463977,37.3559077809798,13.1123919308357,3.20605187319885,2.4135446685879,4713,0.749608684439958,8.70400465348304,0.446696400642395,0.302912283797563,"Adams","WI","Wausau-Rhinelander WI"
"Addison, VT","Burlington VT-Plattsburgh NY",6874,6685,2936,97.696335078534,0.987284966342558,0.762902019446522,20.0029095141111,20.2938609252255,59.7032295606634,33.8555858310627,34.775204359673,17.574931880109,8.37874659400545,5.41553133514986,589,0.0842529298949461,8.83550145740978,0.430615216493607,-0.34636228659866,"Addison","VT","Burlington VT-Plattsburgh NY"
"Aiken, SC","Augusta GA",77965,75765,31497,77.4830066653468,21.5864845245166,0.634857783937174,22.9320849098955,23.6426601680241,53.4252549220804,43.6549512651999,30.9394545512271,15.058577007334,5.82595167793758,4.52106549830143,12812,0.181078256316425,11.264015287019,0.588322699069977,-0.407244442753551,"Aiken","SC","Augusta GA"
"Alachua, FL","Gainesville FL",164451,156642,60622,69.3402791077744,22.9970250635206,7.20879457616731,24.0497169369599,35.5613526217536,40.3889304412865,49.7954537956517,27.1304147009337,12.5960872290588,5.28520998977269,5.19283428458315,23092,0.147664303660422,12.0103679324744,0.389406651258469,-0.241742347598046,"Alachua","FL","Gainesville FL"
"Alamance, NC","Greensboro-High Point-Winston Salem NC",132656,122494,51806,77.9025911473215,19.5511616895521,2.01805802733195,26.7549149680376,25.6580931130141,47.5869919189483,48.6777593328958,29.8073582210555,14.0118905146122,4.34698683550168,3.15600509593483,235575,1.73556527269017,11.795514590356,0.685265004634857,1.05030026805532,"Alamance","NC","Greensboro-High Point-Winston Salem NC"
"Alameda, CA","San Francisco-Oakland-San Jose CA",1362180,1122505,465262,48.4947505801756,12.4447552572149,37.2302127830166,23.6059845248058,30.2905636553172,46.103451819877,25.8789671196014,23.9624125761399,18.3219347378466,12.2066706500853,19.6300149163267,401262,0.27629570157716,14.1245969155497,0.446203023195267,-0.169907321618107,"Alameda","CA","San Francisco-Oakland-San Jose CA"
"Alameda, CA","null",4677,3866,2118,69.8137609932747,9.15675116399379,18.0031039834454,13.2563609151165,34.6375881975625,52.1060508873209,17.4693106704438,27.6676109537299,17.6109537299339,18.8385269121813,18.413597733711,1733,0.334270905137199,8.45041215772589,0.427742779254913,-0.0934718741177146,"Alameda","CA","San Francisco-Oakland-San Jose CA"
"Alamosa, CO","Denver CO",5428,5132,1943,91.3289166017147,1.9680436477007,0.798908807482463,28.4635224760501,36.0537951363301,35.4826823876198,68.0391147709727,22.7483273288729,6.17601646937725,0.514668039114771,2.52187339166238,748,0.14398066823327,8.59932602095476,0.342181324958801,-0.198200656725532,"Alamosa","CO","Denver CO"
"Albany, NY","Albany-Schenectady-Troy NY",172402,163215,69514,80.4313329044512,11.7973225500107,7.55812884845143,23.3599378197469,31.5437175902832,45.09634458997,38.6253128866128,29.842909342003,16.8714215841413,7.65025750208591,7.01009868515695,89957,0.562636674076098,12.0575842380725,0.434760451316833,0.127876222759264,"Albany","NY","Albany-Schenectady-Troy NY"
"Albany, WY","Denver CO",20951,19974,8450,94.1373785921698,1.93251226594573,2.28296785821568,26.3519641067252,44.3272397498926,29.3207961433822,51.7514792899408,29.2307692307692,11.4082840236686,4.76923076923077,2.84023668639053,2375,0.119200496659445,9.94994165690801,0.36928203701973,-0.250081540360284,"Albany","WY","Denver CO"
"Albemarle, VA","Charlottesville VA",53944,52452,21337,88.8850758788988,7.38770685579196,3.58232288568596,22.2619753818775,24.6310989173958,53.1069257007267,26.3439096405305,29.5308618831138,17.5797909734264,9.55617003327553,16.9892674696537,16952,0.336813287488829,10.8957017504144,0.507280886173248,-0.170467598684419,"Albemarle","VA","Charlottesville VA"
"Alcorn, MS","Memphis TN",17634,17486,6585,92.7256090586755,6.51950131533799,0.348850508978611,27.1634342746966,24.0387887036407,48.7977770216627,53.7737281700835,30.9035687167806,10.8124525436598,2.30827638572513,2.20197418375095,778,0.0472771073387141,9.77758413564697,0.365939915180206,-0.318662807841492,"Alcorn","MS","Memphis TN"
"Alexander, NC","Charlotte NC",34135,32751,12878,92.2109248572563,6.17996397056578,1.18774999236665,22.6014354767834,22.7303354328402,54.6682290903764,50.7998136356577,30.8665941916447,11.0964435471346,3.39338406584873,3.84376455971424,22198,0.661691590580925,10.4380785298524,0.432071805000305,0.229619785580619,"Alexander","NC","Charlotte NC"
"Alexandria, VA","Washington DC (Hagerstown MD)",80714,73435,34933,71.0356097228842,22.7343909579901,5.96309661605501,20.7783036400129,35.4696830785242,43.7520132814629,19.9038158761057,28.7865342226548,19.1280451149343,12.4524088970315,19.7291958892738,16547,0.210207681322687,11.298667321244,0.417936861515045,-0.207729180192358,"Alexandria","VA","Washington DC (Hagerstown MD)"
"Alfalfa, OK","Oklahoma City OK",1420,1360,527,99.4117647058823,0.0735294117647059,0,22.9577464788732,27.6760563380282,49.3661971830986,43.6432637571158,36.2428842504744,10.246679316888,5.88235294117647,3.98481973434535,1,0.000704225352112676,7.25841215059531,0.366275727748871,-0.365571502396758,"Alfalfa","OK","Oklahoma City OK"
"Allamakee, IA","Cedar Rapids-Waterloo-Iowa City & Dubuque IA",1327,1326,590,100,0,0,26.224566691786,26.827430293896,46.948003014318,50,37.2881355932203,5.93220338983051,0.847457627118644,5.93220338983051,46,0.0346646571213263,7.19067603433221,0.363612353801727,-0.328947696680401,"Allamakee","IA","Cedar Rapids-Waterloo-Iowa City & Dubuque IA"
"Allegan, MI","Grand Rapids-Kalamazoo-Battle Creek MI",60612,57914,22475,97.040439272024,1.60410263494146,0.930690333943433,27.2487296244968,23.4145053784729,49.3367649970303,37.7797552836485,37.3392658509455,16.2313681868743,4.61401557285873,4.03559510567297,32714,0.568723326300273,11.0122481722561,0.491079270839691,0.077644055460582,"Allegan","MI","Grand Rapids-Kalamazoo-Battle Creek MI"
"Allegany, MD","Washington DC (Hagerstown MD)",50030,48591,18212,87.7981519211377,11.0493712827478,0.983721265254883,22.1227263641815,27.3635818508895,50.513691784929,52.8882055787393,32.0887327037118,10.4216999780365,2.789369646387,1.81199209312541,14660,0.287230908645628,10.8203781044823,0.391345113515854,-0.104114204870226,"Allegany","MD","Washington DC (Hagerstown MD)"
"Allegany, NY","Buffalo NY",7877,7631,1874,91.6786790722055,4.86174813261696,3.19748394705805,36.7017900215818,33.9850196775422,29.313190300876,48.7726787620064,30.25613660619,13.2870864461046,3.52187833511206,4.16221985058698,1133,0.145249379454185,8.97170239970333,0.351709991693497,-0.206460612239312,"Allegany","NY","Buffalo NY"
"Alleghany, NC","Greensboro-High Point-Winston Salem NC",3375,3312,1476,99.5772946859903,0.120772946859903,0.301932367149758,17.3037037037037,20.0888888888889,62.6074074074074,59.8238482384824,26.9647696476965,11.8563685636856,0,1.3550135501355,2978,0.859811310123298,8.12415060330663,0.417663872241974,0.442147437881324,"Alleghany","NC","Greensboro-High Point-Winston Salem NC"
"Alleghany, VA","Roanoke-Lynchburg VA",10372,10178,4500,94.5274120652387,5.47258793476125,0,22.0979560354801,20.6710374084073,57.2310065561126,50.6,30.8666666666667,12.1111111111111,4.37777777777778,2.04444444444444,1568,0.135976352900039,9.24686514665856,0.414878576993942,-0.278902224093903,"Alleghany","VA","Roanoke-Lynchburg VA"
"Allegheny, PA","Pittsburgh PA",763538,738408,333295,86.247711292402,9.62096835353896,4.00645713480894,21.7526829051075,26.7801995447509,51.4671175501416,38.052776069248,30.2875830720533,16.7941313251024,7.3193417242983,7.54616780929807,428914,0.5706463587565,13.5457181731947,0.512940168380737,0.0577061903757632,"Allegheny","PA","Pittsburgh PA"
"Allen, IN","Ft. Wayne IN",312433,296007,121279,84.7044157739513,10.6568425746688,4.39415284098011,28.1878034650629,26.6956435459763,45.1165529889608,43.2581073392756,33.719770116838,13.8869878544513,4.8755349236059,4.2595997658292,194296,0.625764621868798,12.6521453251716,0.51392138004303,0.111843241825768,"Allen","IN","Ft. Wayne IN"
"Allen, KS","Joplin MO-Pittsburg KS",7011,6550,2960,97.0839694656489,1.25190839694656,1.06870229007634,26.6295820852945,23.505919269719,49.8644986449864,55.0675675675676,32.0945945945946,7.39864864864865,2.26351351351351,3.17567567567568,138,0.0213473914548227,8.85523562320697,0.358929485082626,-0.337582093627804,"Allen","KS","Joplin MO-Pittsburg KS"
"Allen, KY","Nashville TN",8925,8734,3059,99.0153423402794,0.446530799175635,0.538126860544997,25.5126050420168,24.0560224089636,50.4313725490196,48.1203007518797,37.1363190585159,7.58417783589408,4.086302713305,3.07289964040536,1381,0.12570514511337,9.09661160664784,0.367971897125244,-0.242266752011874,"Allen","KY","Nashville TN"
"Allen, LA","Lake Charles LA",5864,5604,2091,77.3376159885796,19.3790149892934,1.44539614561028,31.8724420190996,24.3178717598909,43.8096862210095,54.9497847919656,27.3553323768532,10.9995217599235,3.2520325203252,3.44332855093257,111,0.0179960130212064,8.67658724356649,0.341293811798096,-0.323297798776889,"Allen","LA","Lake Charles LA"
"Allen, OH","Lima OH",63713,60744,24671,86.9781377584617,11.8958251020677,0.956473067298828,26.2552383344058,24.7061039348328,49.0386577307614,47.7037817680678,34.7290340886061,11.7182116655182,3.003526407523,2.84544607028495,52975,0.829652393543399,11.0621439023711,0.478524267673492,0.351128125869907,"Allen","OH","Lima OH"
"Alpena, MI","Alpena MI",6613,6492,3036,97.3043746149107,0.55452865064695,1.66358595194085,17.2538938454559,16.150007560865,66.5960985936791,52.1409749670619,27.2397891963109,12.0882740447958,4.44664031620553,4.08432147562582,291,0.0502091236922766,8.79679268767466,0.397370666265488,-0.347161542573211,"Alpena","MI","Alpena MI"
"Amador, CA","Sacramento-Stockton-Modesto CA",23846,21717,8525,94.0046967813234,3.83110005986094,1.16038126813096,17.5836618300763,22.6998238698314,59.7165143000923,36.7390029325513,35.6950146627566,16.2346041055718,5.47800586510264,5.8533724340176,3513,0.139370294959999,10.0793717673661,0.436587482690811,-0.297217187730812,"Amador","CA","Sacramento-Stockton-Modesto CA"
"Amelia, VA","Richmond-Petersburg VA",3046,3046,1253,66.1195009848982,33.8804990151018,0,23.8017071569271,14.8719632304662,61.3263296126067,45.171588188348,30.1675977653631,14.6049481245012,10.0558659217877,0,866,0.300322220030249,8.02158453345511,0.416038364171982,-0.115716144141733,"Amelia","VA","Richmond-Petersburg VA"
"Amherst, VA","Roanoke-Lynchburg VA",19658,18778,7556,80.1523058898711,18.511023538183,0.644371072531686,22.5506155254858,20.9939973547665,56.4553871197477,45.2885124404447,31.8951826363155,15.2593965060879,4.77766013763896,2.77924827951297,4893,0.276060275678583,9.88623965912658,0.426156461238861,-0.150096185560279,"Amherst","VA","Roanoke-Lynchburg VA"
"Amite, MS","Baton Rouge LA",1069,1069,510,70.6267539756782,29.3732460243218,0,16.4639850327409,24.3217960710945,59.2142188961646,72.5490196078431,15.2941176470588,10.1960784313725,0,1.96078431372549,101,0.0944808231992516,6.97447891102505,0.40715017914772,-0.312669355948469,"Amite","MS","Baton Rouge LA"
"Anchorage, AK","Anchorage AK",164579,144623,57969,68.6944676849464,6.32886885211896,12.9917094791285,27.2215774795083,30.9808663316705,41.7975561888212,24.1284134623678,31.3046628370336,21.9772637099139,10.3210336559195,12.2686263347651,35802,0.227539141394462,12.0111459770688,0.418188065290451,-0.190648923895989,"Anchorage","AK","Anchorage AK"
"Anchorage, AK","null",4249,3907,1382,95.3160993089327,0.383926286153059,1.714870744817,28.2419392798305,24.0997881854554,47.658272534714,6.15050651230101,17.2937771345876,15.7018813314038,21.4905933429812,39.3632416787265,261,0.0643202935894433,8.35443894011481,0.37962007522583,-0.315299781636387,"Anchorage","AK","Anchorage AK"
"Anderson, KS","Kansas City MO",1003,999,395,99.1991991991992,0.700700700700701,0.1001001001001,28.4147557328016,24.8255234297109,46.7597208374875,41.5189873417722,38.7341772151899,15.4430379746835,3.54430379746835,0.759493670886076,15,0.0149551345962114,6.91075078796194,0.389176070690155,-0.374220936093944,"Anderson","KS","Kansas City MO"
"Anderson, KY","Lexington KY",13649,13471,5484,97.1865488827852,2.74664093237325,0,23.5328595501502,19.9428529562605,56.5242874935893,43.4536834427425,36.962071480671,14.1137855579869,2.93581327498176,2.5346462436178,6680,0.513764216094997,9.5214215378562,0.467585772275925,0.046178443819072,"Anderson","KY","Lexington KY"
"Anderson, SC","Greenville-Spartanburg SC-Asheville NC-Anderson SC",95861,91922,37189,81.6246382802811,17.4474010574182,0.871390961902483,26.0846433899083,23.710372309907,50.2049843001846,50.2003280539945,29.715776170373,13.0388017962301,3.18911506090511,3.85597891849741,24902,0.28572548351141,11.470654504539,0.473657160997391,-0.187931677485981,"Anderson","SC","Greenville-Spartanburg SC-Asheville NC-Anderson SC"
"Anderson, TN","Knoxville TN",57681,55144,23228,94.3148846656028,3.81727839837516,1.53416509502394,23.3092352767809,23.5086076871067,53.1821570361124,49.8751506802135,28.7454795935939,12.4203547442742,4.98966764250043,3.96934733941794,9344,0.160610740665013,10.9626831088404,0.442989110946655,-0.282378370281643,"Anderson","TN","Knoxville TN"
"Anderson, TX","Dallas-Ft.Worth TX",31673,29852,9325,72.7421948278172,25.8910625753718,0.958059761490017,23.0953809238152,33.2080952230607,43.6965238531241,59.2386058981233,31.4638069705094,6.50938337801609,1.40482573726542,1.38337801608579,837,0.0252194090787671,10.3632198619172,0.397641062736511,-0.372421653657744,"Anderson","TX","Dallas-Ft.Worth TX"
"Andrew, MO","St. Joseph MO",6264,5963,2215,92.8727150763039,3.52171725641456,0.855274190843535,25.7662835249042,22.014687100894,52.2190293742018,34.8532731376975,29.7968397291196,24.3792325056433,6.95259593679458,4.01805869074492,2750,0.403623123228987,8.74257423767064,0.412758678197861,-0.00913555496887419,"Andrew","MO","St. Joseph MO"
"Androscoggin, ME","Portland-Auburn ME",74701,71241,31399,97.9099114274084,1.19734422593731,0.769219971645541,24.1616578091324,22.7373127535107,53.1010294373569,41.5745724386127,33.4469250613077,15.9081499410809,5.72629701582853,3.34405554317016,41176,0.607714313414867,11.2212487579122,0.517447829246521,0.0902664841683462,"Androscoggin","ME","Portland-Auburn ME"
"Angelina, TX","Tyler-Longview (Lufkin & Nacogdoches) TX",50380,48153,17427,80.5183477664943,17.7330592071107,1.42047224471996,29.1345772131798,25.4823342596268,45.3830885271933,49.561025994147,34.0735640098697,10.1509152464566,4.28645205715269,1.9280426923739,2305,0.0501953171980512,10.8273495499066,0.390039384365082,-0.339844067167031,"Angelina","TX","Tyler-Longview (Lufkin & Nacogdoches) TX"
"Anne Arundel, MD","Baltimore MD",326061,306430,116740,77.2368893385112,18.3800541722416,4.02310478739027,24.8321633068659,26.4229699350735,48.7448667580606,20.5276683227685,28.4401233510365,22.5903717663183,13.2765119068014,15.1653246530752,147401,0.470468073884423,12.6948397594091,0.521477818489075,-0.0510097446046516,"Anne Arundel","MD","Baltimore MD"
"Anne Arundel, MD","null",13407,12372,2970,89.3307468477207,6.2560620756547,3.70190753313935,28.2837323786082,38.0099947788469,33.7062728425449,9.42760942760943,22.962962962963,18.8215488215488,19.5959595959596,29.1919191919192,2325,0.218321540512722,9.50353223760156,0.395979434251785,-0.177657893739063,"Anne Arundel","MD","Baltimore MD"
"Anoka, MN","Minneapolis-St. Paul MN",254792,241923,91783,88.6641617374123,6.08292721237749,4.48696486072015,26.5090740682596,25.7586580426387,47.7322678891017,26.1987514027652,33.4996676944532,22.1010426767484,10.1434906246255,8.05704760140767,146439,0.652116403985926,12.448202805013,0.552472770214081,0.0996436337718454,"Anoka","MN","Minneapolis-St. Paul MN"
"Anson, NC","Charlotte NC",10545,10262,4255,40.3819918144611,58.1757941921653,1.3155330344962,24.153627311522,25.9933617828355,49.8530109056425,62.5146886016451,27.262044653349,7.68507638072855,1.8566392479436,0.681551116333725,6859,0.659234839414995,9.26340709291287,0.442947775125504,0.216287064289491,"Anson","NC","Charlotte NC"
"Antrim, MI","Traverse City-Cadillac MI",1660,1607,699,98.9421281891724,0,0.808960796515246,23.0722891566265,18.4939759036145,58.433734939759,48.6409155937053,39.1988555078684,10.1573676680973,2.00286123032904,0,1340,0.807228915662651,7.41457288135059,0.369619727134705,0.437609188527946,"Antrim","MI","Traverse City-Cadillac MI"
"Appanoose, IA","Des Moines-Ames IA",3809,3763,1626,99.654530959341,0.212596332713261,0.132872707945788,22.63061170911,17.7999474927803,59.5694407981097,50.1845018450184,32.5953259532595,9.84009840098401,2.3370233702337,5.0430504305043,282,0.0769248163197635,8.2451219664786,0.368157595396042,-0.291232779076278,"Appanoose","IA","Des Moines-Ames IA"
"Appling, GA","Savannah GA",6045,5972,2300,92.9169457468185,6.98258539852646,0,30.2564102564103,18.7262200165426,51.0173697270471,50.1304347826087,29.6521739130435,15.304347826087,2.82608695652174,2.08695652173913,506,0.0987699044137783,8.70698676304889,0.359108656644821,-0.260338752231043,"Appling","GA","Savannah GA"
"Appomattox, VA","Roanoke-Lynchburg VA",5430,5295,2064,84.438149197356,15.561850802644,0,24.3278084714549,18.3609576427256,57.3112338858195,38.8081395348837,33.9147286821705,15.9883720930233,7.70348837209302,3.58527131782946,1367,0.226336083043576,8.59969441292798,0.423199892044067,-0.196863809000491,"Appomattox","VA","Roanoke-Lynchburg VA"
"Aransas, TX","Corpus Christi TX",4573,4311,1405,86.824402690791,6.54140570633264,5.59035026675945,31.8390553247321,17.4065165099497,50.7544281653182,57.6512455516014,30.6761565836299,6.90391459074733,2.20640569395018,2.56227758007117,35,0.00802554295232267,8.42792472365806,0.347507745027542,-0.339482202075219,"Aransas","TX","Corpus Christi TX"
"Arapahoe, CO","Denver CO",482898,431230,179579,80.6875681191012,11.5808269369014,6.70918071562739,25.95144316191,28.1808994860198,45.8676573520702,30.2925174992622,32.4809693783794,18.714883143352,8.29718396917234,10.2144460098341,183988,0.38006407106407,13.0875607302088,0.441063851118088,-0.0609997800540175,"Arapahoe","CO","Denver CO"
"Archer, TX","Wichita Falls TX & Lawton OK",4169,4056,1564,98.7179487179487,0.22189349112426,0.369822485207101,23.5068361717438,20.076757016071,56.4164068121852,33.2480818414322,27.4936061381074,25.0639386189258,9.0153452685422,5.17902813299233,807,0.180634579180902,8.3354314778808,0.392184972763062,-0.21155039358216,"Archer","TX","Wichita Falls TX & Lawton OK"
"Archuleta, CO","Denver CO",5513,4570,2362,95.382932166302,1.66301969365427,1.05032822757112,23.8889896608017,18.4473063667695,57.6637039724288,53.8103302286198,26.3759525825572,7.53598645215919,3.85266723116003,8.42506350550381,7,0.00127186278103078,8.61486421858968,0.368097811937332,-0.366825949156301,"Archuleta","CO","Denver CO"
"Arenac, MI","Flint-Saginaw-Bay City MI",1089,1077,428,96.8430826369545,1.0213556174559,2.1355617455896,18.0899908172635,21.3957759412305,60.514233241506,51.6355140186916,33.8785046728972,8.41121495327103,4.90654205607477,1.16822429906542,558,0.512396694214876,6.99301512293296,0.394151449203491,0.118245245011385,"Arenac","MI","Flint-Saginaw-Bay City MI"
"Arkansas, AR","Little Rock-Pine Bluff AR",3599,3556,1621,83.1833520809899,15.9730033745782,0,26.7574326201723,26.3406501806057,46.901917199222,47.1314003701419,27.6989512646514,13.1400370141888,7.71128932757557,4.31832202344232,90,0.0258021031865057,8.18841130807903,0.381462186574936,-0.35566008338843,"Arkansas","AR","Little Rock-Pine Bluff AR"
"Arlington, VA","Washington DC (Hagerstown MD)",125076,114013,53033,77.786743616956,11.7337496601265,9.87431257839018,22.7245834532604,36.3522978029358,40.9231187438038,19.2295363264383,23.4816057926197,18.6412233892105,13.7499292893104,24.8977052024211,25944,0.218492249900725,11.7366768315273,0.418990164995193,-0.200497915094469,"Arlington","VA","Washington DC (Hagerstown MD)"
"Armstrong, PA","Pittsburgh PA",38732,38313,15936,98.8385143423903,0.796074439485292,0.297549134758437,22.3768460187958,20.8251574925126,56.7979964886915,44.1453313253012,35.4103915662651,14.4201807228916,3.35090361445783,2.67319277108434,10468,0.255362419051758,10.5644214107314,0.454702764749527,-0.199340345697769,"Armstrong","PA","Pittsburgh PA"
"Aroostook, ME","Presque Isle ME",22555,22134,9561,94.6914249570796,1.12496611547845,0.582813770669558,24.0922190201729,21.6670361338949,54.2407448459322,58.4457692709968,26.5453404455601,8.99487501307395,3.9849388139316,2.02907645643761,2252,0.0986575635390491,10.0237120498425,0.372308105230331,-0.273650541691282,"Aroostook","ME","Presque Isle ME"
"Ascension, LA","Baton Rouge LA",13828,13187,4813,68.0746189428983,31.4097216956093,0.106165162660196,28.7170957477582,24.4431588082152,46.8397454440266,47.1431539580303,25.638894660295,14.0245169333056,5.90068564305007,7.29274880531893,7043,0.523204448566485,9.53445080104152,0.381652146577835,0.14155230198865,"Ascension","LA","Baton Rouge LA"
"Ashe, NC","Charlotte NC",6639,6446,2722,97.7970834626125,1.02389078498294,0.915296307787775,24.9133905708691,23.4523271577045,51.6342822714264,54.1513592946363,34.1660543717855,8.78030859662013,0.624540778839089,2.27773695811903,3172,0.466034310205337,8.80071662871916,0.374940007925034,0.0910943022803033,"Ashe","NC","Charlotte NC"
"Ashland, OH","Cleveland-Akron (Canton) OH",33113,32380,12203,98.2520074119827,0.914144533662755,0.790611488573193,26.8293419502914,22.3869779240782,50.7836801256304,45.6281242317463,34.7947226091945,12.8165205277391,4.08096369745145,2.67966893386872,15339,0.470910857508025,10.4076812335041,0.470312714576721,0.000598142931303336,"Ashland","OH","Cleveland-Akron (Canton) OH"
